Trip ID,Pick Date,Vehicle,Payment_type,No. of passenger_count,Trip Distance,Pickup Location,Booking Value,Total Bookings,Year,Quarter,Month,Day
3176,2024-06-02 00:00:00,UberXL,Cash,1,4.4,Penn Station/Madison Sq West,$15.5,1.0,1899,Qtr 4,December,30
3177,2024-06-02 00:00:00,Uber Green,Cash,1,1.9,Lenox Hill East,$8.5,1.0,1899,Qtr 4,December,30
3178,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.48,Upper West Side North,$9.7,1.0,1899,Qtr 4,December,30
3179,2024-06-02 00:00:00,UberX,Uber Pay,1,2.4,Lenox Hill East,$12.2,1.0,1899,Qtr 4,December,30
3180,2024-06-02 00:00:00,Uber Black,Cash,1,4.53,Lower East Side,$16.0,1.0,1899,Qtr 4,December,30
3182,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.6,Garment District,$14.0,1.0,1899,Qtr 4,December,30
3183,2024-06-02 00:00:00,UberXL,Cash,1,5.71,East Harlem South,$18.5,1.0,1899,Qtr 4,December,30
3184,2024-06-02 00:00:00,UberX,Cash,1,1.31,Midtown East,$5.5,1.0,1899,Qtr 4,December,30
3185,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.71,Central Harlem North,$7.0,1.0,1899,Qtr 4,December,30
3186,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.39,Morningside Heights,$8.1,1.0,1899,Qtr 4,December,30
3187,2024-06-02 00:00:00,Uber Black,Cash,1,10.52,Upper West Side North,$30.0,1.0,1899,Qtr 4,December,30
3189,2024-06-02 00:00:00,UberX,Uber Pay,3,3.8,Upper East Side North,$16.6,1.0,1899,Qtr 4,December,30
3190,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.41,Flatiron,$16.0,1.0,1899,Qtr 4,December,30
3193,2024-06-02 00:00:00,UberX,Uber Pay,1,1.5,Garment District,$8.0,1.0,1899,Qtr 4,December,30
3194,2024-06-02 00:00:00,Uber Green,Uber Pay,2,8.1,Astoria,$32.0,1.0,1899,Qtr 4,December,30
3195,2024-06-02 00:00:00,UberX,Uber Pay,1,4.4,Sunnyside,$19.3,1.0,1899,Qtr 4,December,30
3196,2024-06-02 00:00:00,UberX,Uber Pay,1,1.62,Penn Station/Madison Sq West,$9.0,1.0,1899,Qtr 4,December,30
3197,2024-06-02 00:00:00,UberX,Uber Pay,1,1.18,Gramercy,$7.3,1.0,1899,Qtr 4,December,30
3198,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.8,Penn Station/Madison Sq West,$9.0,1.0,1899,Qtr 4,December,30
3199,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.1,Yorkville West,$12.5,1.0,1899,Qtr 4,December,30
3200,2024-06-02 00:00:00,UberX,Cash,2,1.42,Penn Station/Madison Sq West,$6.0,1.0,1899,Qtr 4,December,30
3201,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,5.43,Upper East Side North,$20.7,1.0,1899,Qtr 4,December,30
3203,2024-06-02 00:00:00,UberX,Uber Pay,1,1.14,Yorkville East,$7.1,1.0,1899,Qtr 4,December,30
3204,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.88,Clinton East,$10.9,1.0,1899,Qtr 4,December,30
3205,2024-06-02 00:00:00,Uber Green,Uber Pay,1,5.2,Stuy Town/Peter Cooper Village,$20.0,1.0,1899,Qtr 4,December,30
3206,2024-06-02 00:00:00,UberX,Cash,1,8.2,Financial District South,$24.5,1.0,1899,Qtr 4,December,30
3207,2024-06-02 00:00:00,UberX,Cash,1,3.12,Gramercy,$12.0,1.0,1899,Qtr 4,December,30
3209,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.36,East Harlem South,$10.0,1.0,1899,Qtr 4,December,30
3210,2024-06-02 00:00:00,UberX,Cash,1,7.54,Garment District,$28.0,1.0,1899,Qtr 4,December,30
3211,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.43,Upper West Side South,$18.3,1.0,1899,Qtr 4,December,30
3212,2024-06-02 00:00:00,UberX,Uber Pay,1,1.8,Yorkville West,$10.0,1.0,1899,Qtr 4,December,30
3213,2024-06-02 00:00:00,Uber Black,Cash,1,7.6,Sutton Place/Turtle Bay North,$23.0,1.0,1899,Qtr 4,December,30
3214,2024-06-02 00:00:00,Uber Green,Uber Pay,1,8.8,Yorkville East,$42.5,1.0,1899,Qtr 4,December,30
3215,2024-06-02 00:00:00,Uber Comfort,Uber Pay,4,1.08,UN/Turtle Bay South,$6.5,1.0,1899,Qtr 4,December,30
3216,2024-06-02 00:00:00,UberX,Uber Pay,1,1.28,Yorkville East,$8.1,1.0,1899,Qtr 4,December,30
3217,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.9,Garment District,$10.5,1.0,1899,Qtr 4,December,30
3218,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.86,Lenox Hill West,$12.7,1.0,1899,Qtr 4,December,30
3219,2024-06-02 00:00:00,Uber Green,Cash,2,1.71,Midtown East,$8.0,1.0,1899,Qtr 4,December,30
3220,2024-06-02 00:00:00,UberX,Uber Pay,2,1.3,Penn Station/Madison Sq West,$9.6,1.0,1899,Qtr 4,December,30
3221,2024-06-02 00:00:00,UberX,Uber Pay,1,1.39,Yorkville West,$8.5,1.0,1899,Qtr 4,December,30
3222,2024-06-02 00:00:00,Uber Comfort,Cash,1,3.2,East Harlem South,$11.5,1.0,1899,Qtr 4,December,30
3223,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.77,Garment District,$16.6,1.0,1899,Qtr 4,December,30
3224,2024-06-02 00:00:00,UberX,Uber Pay,1,1.3,East Village,$7.3,1.0,1899,Qtr 4,December,30
3225,2024-06-02 00:00:00,Uber Black,Cash,1,1.47,Penn Station/Madison Sq West,$6.0,1.0,1899,Qtr 4,December,30
3226,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.46,East Village,$6.9,1.0,1899,Qtr 4,December,30
3228,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.1,East Chelsea,$5.5,1.0,1899,Qtr 4,December,30
3229,2024-06-02 00:00:00,UberXL,Cash,2,14.64,Garment District,$44.5,1.0,1899,Qtr 4,December,30
3231,2024-06-02 00:00:00,Uber Green,Cash,1,1.2,Penn Station/Madison Sq West,$6.0,1.0,1899,Qtr 4,December,30
3232,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.93,Financial District South,$15.1,1.0,1899,Qtr 4,December,30
3233,2024-06-02 00:00:00,Uber Comfort,Uber Pay,5,1.33,Central Park,$7.0,1.0,1899,Qtr 4,December,30
3234,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.6,Clinton East,$17.5,1.0,1899,Qtr 4,December,30
3236,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.21,Lincoln Square East,$8.0,1.0,1899,Qtr 4,December,30
3237,2024-06-02 00:00:00,UberX,Uber Pay,1,1.29,Midtown Center,$9.4,1.0,1899,Qtr 4,December,30
3238,2024-06-02 00:00:00,Uber Black,Cash,6,2.97,East Village,$11.5,1.0,1899,Qtr 4,December,30
3240,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.2,Penn Station/Madison Sq West,$9.1,1.0,1899,Qtr 4,December,30
3241,2024-06-02 00:00:00,UberX,Uber Pay,1,1.4,Penn Station/Madison Sq West,$8.5,1.0,1899,Qtr 4,December,30
3242,2024-06-02 00:00:00,UberXL,Cash,1,1.4,Midtown East,$8.0,1.0,1899,Qtr 4,December,30
3244,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,5.72,Central Harlem,$22.0,1.0,1899,Qtr 4,December,30
3245,2024-06-02 00:00:00,UberX,Cash,1,5.2,East Harlem South,$16.0,1.0,1899,Qtr 4,December,30
3246,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.44,Greenwich Village South,$8.5,1.0,1899,Qtr 4,December,30
3248,2024-06-02 00:00:00,UberXL,Cash,1,4.2,Sutton Place/Turtle Bay North,$14.5,1.0,1899,Qtr 4,December,30
3249,2024-06-02 00:00:00,UberX,Cash,1,2.4,Yorkville West,$9.0,1.0,1899,Qtr 4,December,30
3250,2024-06-02 00:00:00,Uber Black,Cash,1,1.08,Penn Station/Madison Sq West,$5.5,1.0,1899,Qtr 4,December,30
3251,2024-06-02 00:00:00,Uber Black,Uber Pay,1,6.59,East Harlem South,$25.1,1.0,1899,Qtr 4,December,30
3252,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.06,Upper West Side South,$5.5,1.0,1899,Qtr 4,December,30
3253,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.1,Central Harlem,$5.5,1.0,1899,Qtr 4,December,30
3254,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.63,Bloomingdale,$9.2,1.0,1899,Qtr 4,December,30
3255,2024-06-02 00:00:00,UberX,Uber Pay,1,3.69,Manhattan Valley,$15.0,1.0,1899,Qtr 4,December,30
3256,2024-06-02 00:00:00,UberX,Uber Pay,1,5.39,Upper West Side South,$24.1,1.0,1899,Qtr 4,December,30
3257,2024-06-02 00:00:00,Uber Comfort,Cash,2,3.4,Kips Bay,$11.0,1.0,1899,Qtr 4,December,30
3258,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.9,Battery Park City,$11.5,1.0,1899,Qtr 4,December,30
3259,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.8,NV,$8.0,1.0,1899,Qtr 4,December,30
3260,2024-06-02 00:00:00,Uber Black,Uber Pay,2,3.26,East Harlem South,$11.5,1.0,1899,Qtr 4,December,30
3261,2024-06-02 00:00:00,UberX,Uber Pay,1,1.08,Upper East Side North,$8.3,1.0,1899,Qtr 4,December,30
3263,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.31,Clinton East,$11.0,1.0,1899,Qtr 4,December,30
3264,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.97,Lincoln Square West,$16.5,1.0,1899,Qtr 4,December,30
3265,2024-06-02 00:00:00,Uber Comfort,Cash,1,2.81,Midtown Center,$10.5,1.0,1899,Qtr 4,December,30
3266,2024-06-02 00:00:00,UberX,Cash,1,2.4,East Chelsea,$10.5,1.0,1899,Qtr 4,December,30
3267,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.1,Garment District,$9.5,1.0,1899,Qtr 4,December,30
3268,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.46,Garment District,$12.1,1.0,1899,Qtr 4,December,30
3269,2024-06-02 00:00:00,Uber Black,Uber Pay,6,1.87,Lenox Hill East,$10.3,1.0,1899,Qtr 4,December,30
3270,2024-06-02 00:00:00,UberX,Cash,1,3.01,Penn Station/Madison Sq West,$12.5,1.0,1899,Qtr 4,December,30
3271,2024-06-02 00:00:00,Uber Black,Uber Pay,2,2.64,Upper East Side North,$13.0,1.0,1899,Qtr 4,December,30
3272,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.86,Murray Hill,$10.3,1.0,1899,Qtr 4,December,30
3273,2024-06-02 00:00:00,UberX,Cash,2,1.25,Clinton East,$6.0,1.0,1899,Qtr 4,December,30
3275,2024-06-02 00:00:00,UberXL,Cash,1,3.2,Bloomingdale,$13.0,1.0,1899,Qtr 4,December,30
3276,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.22,Gramercy,$7.4,1.0,1899,Qtr 4,December,30
3277,2024-06-02 00:00:00,Uber Black,Uber Pay,1,5.11,West Village,$17.5,1.0,1899,Qtr 4,December,30
3278,2024-06-02 00:00:00,UberX,Uber Pay,1,1.49,Penn Station/Madison Sq West,$9.7,1.0,1899,Qtr 4,December,30
3279,2024-06-02 00:00:00,UberX,Cash,1,1.43,East Harlem North,$7.0,1.0,1899,Qtr 4,December,30
3280,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.96,Penn Station/Madison Sq West,$13.3,1.0,1899,Qtr 4,December,30
3281,2024-06-02 00:00:00,UberX,Cash,2,1.4,East Chelsea,$7.5,1.0,1899,Qtr 4,December,30
3282,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.3,Garment District,$6.5,1.0,1899,Qtr 4,December,30
3283,2024-06-02 00:00:00,Uber Comfort,Uber Pay,6,1.23,East Village,$7.5,1.0,1899,Qtr 4,December,30
3284,2024-06-02 00:00:00,UberX,Uber Pay,1,1.9,Lenox Hill East,$8.0,1.0,1899,Qtr 4,December,30
3285,2024-06-02 00:00:00,UberX,Cash,1,5.1,Lenox Hill West,$16.5,1.0,1899,Qtr 4,December,30
3286,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.15,Lincoln Square East,$15.1,1.0,1899,Qtr 4,December,30
3287,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.14,Penn Station/Madison Sq West,$10.9,1.0,1899,Qtr 4,December,30
3288,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.34,Upper East Side North,$9.4,1.0,1899,Qtr 4,December,30
3289,2024-06-02 00:00:00,UberX,Uber Pay,1,1.47,Lincoln Square East,$9.1,1.0,1899,Qtr 4,December,30
3291,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.9,East Harlem South,$14.5,1.0,1899,Qtr 4,December,30
3292,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.02,Lincoln Square East,$11.5,1.0,1899,Qtr 4,December,30
3293,2024-06-02 00:00:00,Uber Comfort,Cash,1,3.9,Penn Station/Madison Sq West,$13.0,1.0,1899,Qtr 4,December,30
3296,2024-06-02 00:00:00,Uber Green,Cash,1,2.2,Penn Station/Madison Sq West,$8.5,1.0,1899,Qtr 4,December,30
3297,2024-06-02 00:00:00,UberX,Cash,1,1.49,Norwood,$7.5,1.0,1899,Qtr 4,December,30
3298,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.58,Murray Hill,$10.5,1.0,1899,Qtr 4,December,30
3299,2024-06-02 00:00:00,Uber Black,Cash,1,2.7,Upper West Side North,$11.5,1.0,1899,Qtr 4,December,30
3300,2024-06-02 00:00:00,Uber Black,Cash,1,9.5,Lenox Hill West,$36.5,1.0,1899,Qtr 4,December,30
3301,2024-06-02 00:00:00,Uber Comfort,Cash,1,1.6,Union Sq,$7.5,1.0,1899,Qtr 4,December,30
3302,2024-06-02 00:00:00,UberX,Uber Pay,1,1.7,Central Harlem North,$7.5,1.0,1899,Qtr 4,December,30
3303,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.1,Lenox Hill East,$13.3,1.0,1899,Qtr 4,December,30
3305,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.2,Penn Station/Madison Sq West,$7.7,1.0,1899,Qtr 4,December,30
3306,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.97,Upper West Side North,$8.5,1.0,1899,Qtr 4,December,30
3307,2024-06-02 00:00:00,UberXL,Cash,1,3,Murray Hill,$11.5,1.0,1899,Qtr 4,December,30
3308,2024-06-02 00:00:00,Uber Black,Cash,1,4.7,Lower East Side,$16.0,1.0,1899,Qtr 4,December,30
3309,2024-06-02 00:00:00,UberX,Cash,1,2.4,West Village,$9.5,1.0,1899,Qtr 4,December,30
3312,2024-06-02 00:00:00,UberX,Uber Pay,1,1.1,UN/Turtle Bay South,$7.5,1.0,1899,Qtr 4,December,30
3313,2024-06-02 00:00:00,UberX,Cash,1,1.2,Manhattan Valley,$6.5,1.0,1899,Qtr 4,December,30
3314,2024-06-02 00:00:00,Uber Black,Uber Pay,1,6.17,Lenox Hill East,$21.0,1.0,1899,Qtr 4,December,30
3316,2024-06-02 00:00:00,Uber Comfort,Cash,1,5.63,Manhattanville,$19.5,1.0,1899,Qtr 4,December,30
3317,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.4,Upper East Side South,$14.5,1.0,1899,Qtr 4,December,30
3318,2024-06-02 00:00:00,UberX,Uber Pay,1,1.4,Lenox Hill East,$9.0,1.0,1899,Qtr 4,December,30
3319,2024-06-02 00:00:00,UberX,Uber Pay,1,2.6,Gramercy,$13.3,1.0,1899,Qtr 4,December,30
3320,2024-06-02 00:00:00,Uber Green,Cash,1,1.3,NV,$7.5,1.0,1899,Qtr 4,December,30
3321,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.05,Clinton East,$12.1,1.0,1899,Qtr 4,December,30
3322,2024-06-02 00:00:00,Uber Black,Uber Pay,6,1.25,Penn Station/Madison Sq West,$8.3,1.0,1899,Qtr 4,December,30
3323,2024-06-02 00:00:00,Uber Black,Uber Pay,2,1.2,Yorkville West,$6.8,1.0,1899,Qtr 4,December,30
3324,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.99,Yorkville East,$15.0,1.0,1899,Qtr 4,December,30
3325,2024-06-02 00:00:00,Uber Green,Cash,2,1.17,Lincoln Square East,$7.0,1.0,1899,Qtr 4,December,30
3326,2024-06-02 00:00:00,UberXL,Cash,1,1.3,Penn Station/Madison Sq West,$6.5,1.0,1899,Qtr 4,December,30
3327,2024-06-02 00:00:00,UberX,Cash,1,1.01,Kips Bay,$5.5,1.0,1899,Qtr 4,December,30
3329,2024-06-02 00:00:00,UberX,Cash,1,1.88,Lenox Hill West,$8.5,1.0,1899,Qtr 4,December,30
3330,2024-06-02 00:00:00,Uber Comfort,Uber Pay,3,5.81,Bloomingdale,$26.3,1.0,1899,Qtr 4,December,30
3331,2024-06-02 00:00:00,Uber Black,Cash,2,1.87,Upper East Side South,$8.0,1.0,1899,Qtr 4,December,30
3332,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.9,Upper West Side North,$10.9,1.0,1899,Qtr 4,December,30
3333,2024-06-02 00:00:00,UberX,Cash,1,3.74,West Chelsea/Hudson Yards,$12.0,1.0,1899,Qtr 4,December,30
3334,2024-06-02 00:00:00,UberX,Uber Pay,1,2.41,Midtown Center,$13.3,1.0,1899,Qtr 4,December,30
3335,2024-06-02 00:00:00,Uber Green,Cash,1,15.08,JFK Airport,$52.5,1.0,1899,Qtr 4,December,30
3336,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.8,Upper West Side North,$17.5,1.0,1899,Qtr 4,December,30
3337,2024-06-02 00:00:00,UberXL,Cash,1,2.9,Lenox Hill East,$12.0,1.0,1899,Qtr 4,December,30
3338,2024-06-02 00:00:00,UberX,Cash,2,1.33,Midtown Center,$7.0,1.0,1899,Qtr 4,December,30
3339,2024-06-02 00:00:00,UberX,Uber Pay,2,1.95,East Chelsea,$10.2,1.0,1899,Qtr 4,December,30
3340,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.5,Murray Hill,$16.5,1.0,1899,Qtr 4,December,30
3341,2024-06-02 00:00:00,UberX,Uber Pay,1,10.4,Gowanus,$43.9,1.0,1899,Qtr 4,December,30
3342,2024-06-02 00:00:00,Uber Green,Cash,5,1.3,Upper West Side North,$6.0,1.0,1899,Qtr 4,December,30
3343,2024-06-02 00:00:00,UberXL,Uber Pay,5,1.9,Upper East Side North,$13.3,1.0,1899,Qtr 4,December,30
3344,2024-06-02 00:00:00,UberX,Google Pay,1,5.5,Clinton West,$18.5,1.0,1899,Qtr 4,December,30
3345,2024-06-02 00:00:00,UberXL,Uber Pay,1,4.2,Gramercy,$16.9,1.0,1899,Qtr 4,December,30
3346,2024-06-02 00:00:00,Uber Green,Cash,2,1.53,Upper West Side North,$8.0,1.0,1899,Qtr 4,December,30
3347,2024-06-02 00:00:00,UberX,Uber Pay,1,1.04,Upper East Side South,$5.8,1.0,1899,Qtr 4,December,30
3349,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.25,Upper West Side South,$12.7,1.0,1899,Qtr 4,December,30
3350,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.22,East Chelsea,$13.9,1.0,1899,Qtr 4,December,30
3351,2024-06-02 00:00:00,Uber Green,Uber Pay,1,5.6,East Village,$21.5,1.0,1899,Qtr 4,December,30
3352,2024-06-02 00:00:00,UberX,Cash,1,1.21,Garment District,$5.5,1.0,1899,Qtr 4,December,30
3353,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,4.95,Kips Bay,$19.5,1.0,1899,Qtr 4,December,30
3354,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.2,Garment District,$7.5,1.0,1899,Qtr 4,December,30
3355,2024-06-02 00:00:00,UberX,Uber Pay,1,3.21,Lincoln Square East,$15.9,1.0,1899,Qtr 4,December,30
3356,2024-06-02 00:00:00,UberX,Uber Pay,1,1.39,Penn Station/Madison Sq West,$8.0,1.0,1899,Qtr 4,December,30
3357,2024-06-02 00:00:00,Uber Comfort,Cash,1,2.75,Upper East Side North,$11.5,1.0,1899,Qtr 4,December,30
3358,2024-06-02 00:00:00,Uber Black,Uber Pay,1,5.51,Penn Station/Madison Sq West,$22.9,1.0,1899,Qtr 4,December,30
3359,2024-06-02 00:00:00,Uber Green,Cash,1,3.2,West Village,$12.0,1.0,1899,Qtr 4,December,30
3360,2024-06-02 00:00:00,UberX,Cash,1,1.91,West Chelsea/Hudson Yards,$12.0,1.0,1899,Qtr 4,December,30
3361,2024-06-02 00:00:00,UberX,Uber Pay,1,1.59,Lenox Hill West,$7.9,1.0,1899,Qtr 4,December,30
3362,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.67,NV,$9.2,1.0,1899,Qtr 4,December,30
3363,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.74,Central Harlem,$16.9,1.0,1899,Qtr 4,December,30
3364,2024-06-02 00:00:00,Uber Green,Amazon Pay,1,9.1,Upper West Side North,$26.5,1.0,1899,Qtr 4,December,30
3365,2024-06-02 00:00:00,UberX,Uber Pay,1,1.5,Upper East Side North,$9.7,1.0,1899,Qtr 4,December,30
3366,2024-06-02 00:00:00,UberX,Cash,1,1.99,East Harlem South,$10.5,1.0,1899,Qtr 4,December,30
3367,2024-06-02 00:00:00,UberX,Uber Pay,1,9.4,East Chelsea,$27.5,1.0,1899,Qtr 4,December,30
3368,2024-06-02 00:00:00,UberX,Uber Pay,2,2.98,East Village,$13.3,1.0,1899,Qtr 4,December,30
3370,2024-06-02 00:00:00,UberX,Cash,1,1.33,Penn Station/Madison Sq West,$7.0,1.0,1899,Qtr 4,December,30
3371,2024-06-02 00:00:00,UberX,Uber Pay,4,1.79,NV,$9.2,1.0,1899,Qtr 4,December,30
3372,2024-06-02 00:00:00,UberX,Uber Pay,1,1.97,Central Park,$9.7,1.0,1899,Qtr 4,December,30
3373,2024-06-02 00:00:00,UberX,Uber Pay,1,3.91,Yorkville East,$17.1,1.0,1899,Qtr 4,December,30
3374,2024-06-02 00:00:00,Uber Black,Cash,1,14.2,Kips Bay,$43.5,1.0,1899,Qtr 4,December,30
3375,2024-06-02 00:00:00,Uber Black,Uber Pay,6,1.16,East Village,$7.3,1.0,1899,Qtr 4,December,30
3376,2024-06-02 00:00:00,UberX,Uber Pay,6,1.16,Yorkville West,$7.5,1.0,1899,Qtr 4,December,30
3377,2024-06-02 00:00:00,Uber Comfort,Cash,3,2.55,Chinatown,$10.0,1.0,1899,Qtr 4,December,30
3378,2024-06-02 00:00:00,UberX,Uber Pay,1,2.31,Manhattan Valley,$10.8,1.0,1899,Qtr 4,December,30
3380,2024-06-02 00:00:00,Uber Green,Cash,1,1.59,Midtown Center,$10.0,1.0,1899,Qtr 4,December,30
3381,2024-06-02 00:00:00,UberX,Cash,1,2.32,Upper East Side South,$10.5,1.0,1899,Qtr 4,December,30
3382,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.27,Lincoln Square East,$12.0,1.0,1899,Qtr 4,December,30
3383,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.99,Gramercy,$11.6,1.0,1899,Qtr 4,December,30
3384,2024-06-02 00:00:00,Uber Black,Uber Pay,1,4.4,West Village,$20.0,1.0,1899,Qtr 4,December,30
3385,2024-06-02 00:00:00,Uber Green,Uber Pay,2,2.11,Hammels/Arverne,$16.3,1.0,1899,Qtr 4,December,30
3387,2024-06-02 00:00:00,Uber Green,Uber Pay,2,1.62,Penn Station/Madison Sq West,$10.3,1.0,1899,Qtr 4,December,30
3388,2024-06-02 00:00:00,UberX,Uber Pay,1,2.92,Murray Hill,$13.9,1.0,1899,Qtr 4,December,30
3389,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.74,Union Sq,$8.7,1.0,1899,Qtr 4,December,30
3390,2024-06-02 00:00:00,UberX,Uber Pay,1,1.8,Murray Hill,$10.0,1.0,1899,Qtr 4,December,30
3391,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.86,Financial District North,$17.1,1.0,1899,Qtr 4,December,30
3393,2024-06-02 00:00:00,UberX,Uber Pay,2,5.42,Upper West Side North,$23.0,1.0,1899,Qtr 4,December,30
3394,2024-06-02 00:00:00,Uber Green,Cash,1,2.98,Upper East Side South,$11.5,1.0,1899,Qtr 4,December,30
3395,2024-06-02 00:00:00,UberX,Cash,1,2.44,Upper West Side North,$10.0,1.0,1899,Qtr 4,December,30
3397,2024-06-02 00:00:00,UberX,Uber Pay,1,1.99,East Harlem North,$9.5,1.0,1899,Qtr 4,December,30
3398,2024-06-02 00:00:00,UberXL,Cash,1,3,Queensbridge/Ravenswood,$14.0,1.0,1899,Qtr 4,December,30
3399,2024-06-02 00:00:00,UberX,Uber Pay,1,3.64,Kips Bay,$15.7,1.0,1899,Qtr 4,December,30
3400,2024-06-02 00:00:00,UberX,Uber Pay,1,2.06,Manhattan Valley,$11.0,1.0,1899,Qtr 4,December,30
3401,2024-06-02 00:00:00,Uber Green,Cash,1,1.6,Upper East Side South,$8.0,1.0,1899,Qtr 4,December,30
3402,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.7,Murray Hill,$14.6,1.0,1899,Qtr 4,December,30
3403,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.4,Kips Bay,$11.0,1.0,1899,Qtr 4,December,30
3404,2024-06-02 00:00:00,UberX,Uber Pay,1,1.42,Clinton East,$10.3,1.0,1899,Qtr 4,December,30
3405,2024-06-02 00:00:00,UberX,Cash,1,2.37,Gramercy,$11.0,1.0,1899,Qtr 4,December,30
3406,2024-06-02 00:00:00,UberX,Cash,1,1.52,Central Park,$8.0,1.0,1899,Qtr 4,December,30
3407,2024-06-02 00:00:00,UberXL,Cash,1,2.5,Yorkville West,$10.0,1.0,1899,Qtr 4,December,30
3409,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4.2,Clinton East,$19.9,1.0,1899,Qtr 4,December,30
3410,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.25,Greenwich Village North,$11.5,1.0,1899,Qtr 4,December,30
3411,2024-06-02 00:00:00,Uber Green,Cash,1,4.52,Upper West Side North,$16.0,1.0,1899,Qtr 4,December,30
3412,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.55,Upper East Side North,$11.0,1.0,1899,Qtr 4,December,30
3413,2024-06-02 00:00:00,UberX,Uber Pay,5,1.05,Central Harlem,$6.5,1.0,1899,Qtr 4,December,30
3414,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.42,Gramercy,$9.4,1.0,1899,Qtr 4,December,30
3415,2024-06-02 00:00:00,Uber Comfort,Cash,1,4.79,Yorkville West,$17.5,1.0,1899,Qtr 4,December,30
3416,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.38,Lenox Hill East,$10.7,1.0,1899,Qtr 4,December,30
3417,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.47,Penn Station/Madison Sq West,$8.5,1.0,1899,Qtr 4,December,30
3419,2024-06-02 00:00:00,UberX,Uber Pay,1,3.53,Clinton East,$15.0,1.0,1899,Qtr 4,December,30
3420,2024-06-02 00:00:00,UberX,Uber Pay,1,2.8,Yorkville West,$14.5,1.0,1899,Qtr 4,December,30
3421,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4.41,Penn Station/Madison Sq West,$19.0,1.0,1899,Qtr 4,December,30
